SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,15,001,Hawaii,Hawaii County,9,4,11014,5588,5426,1079,1033,41,35,24,17,893,885,884,833,2667,2623,3265,3183,201,198,393,372,3140,3049,2811,2688,4573,4452,881,817,35,29,17,8,836,827,814,750,1990,2021,2516,2485,147,138,169,181,2515,2490,2202,2127,1015,974,198,216,6,6,7,9,57,58,70,83,677,602,749,698,54,60,224,191,625,559,609,561
050,15,001,Hawaii,Hawaii County,9,5,10583,5329,5254,1108,1104,41,41,21,24,927,972,807,894,2425,2219,3153,2911,219,167,394,374,2803,2726,2484,2492,4406,4351,917,895,31,32,11,14,867,906,732,826,1848,1678,2487,2272,170,123,197,179,2297,2220,1983,2019,923,903,191,209,10,9,10,10,60,66,75,68,577,541,666,639,49,44,197,195,506,506,501,473
050,15,001,Hawaii,Hawaii County,9,6,11821,5910,5911,1556,1598,66,47,62,28,1091,1060,1027,961,2108,2217,3114,3225,191,150,352,307,2723,2881,2487,2570,5028,5022,1291,1341,51,34,27,17,1008,993,946,884,1705,1753,2543,2616,146,114,164,147,2340,2440,2132,2140,882,889,265,257,15,13,35,11,83,67,81,77,403,464,571,609,45,36,188,160,383,441,355,430
050,15,001,Hawaii,Hawaii County,9,7,12274,6099,6175,1903,1888,56,48,43,35,998,1112,1043,984,2056,2108,3413,3456,156,123,332,315,2537,2776,2482,2544,5229,5316,1614,1592,48,39,18,24,932,1051,954,903,1663,1707,2826,2857,121,91,166,167,2201,2403,2126,2173,870,859,289,296,8,9,25,11,66,61,89,81,393,401,587,599,35,32,166,148,336,373,356,371
050,15,001,Hawaii,Hawaii County,9,8,11836,5887,5949,1920,1770,58,39,39,35,1042,1263,913,875,1915,1967,3319,3207,147,93,294,279,2480,2807,2263,2307,5117,5142,1640,1478,46,32,15,17,986,1195,842,812,1588,1608,2788,2650,104,68,154,146,2181,2459,1971,2003,770,807,280,292,12,7,24,18,56,68,71,63,327,359,531,557,43,25,140,133,299,348,292,304
050,15,001,Hawaii,Hawaii County,9,9,10966,5480,5486,1797,1661,63,41,42,48,1179,1380,883,710,1516,1646,2864,2859,112,74,231,222,2351,2665,1940,1901,4796,4833,1521,1424,57,34,24,22,1116,1324,827,659,1251,1370,2391,2414,92,56,116,111,2100,2398,1729,1659,684,653,276,237,6,7,18,26,63,56,56,51,265,276,473,445,20,18,115,111,251,267,211,242
050,15,001,Hawaii,Hawaii County,9,10,11349,5646,5703,2144,1864,51,43,53,25,1226,1606,726,684,1446,1481,3140,2908,89,76,241,213,2252,2689,1780,1786,5029,5097,1897,1661,38,36,25,7,1160,1526,682,655,1227,1212,2728,2516,62,56,129,92,2054,2424,1609,1580,617,606,247,203,13,7,28,18,66,80,44,29,219,269,412,392,27,20,112,121,198,265,171,206
050,15,001,Hawaii,Hawaii County,9,11,12362,6054,6308,2423,2366,72,31,36,48,1371,1639,757,761,1395,1463,3327,3350,115,55,223,260,2336,2686,1782,1844,5505,5757,2177,2156,62,25,18,28,1322,1582,721,725,1205,1241,2948,2976,89,41,138,157,2171,2489,1633,1677,549,551,246,210,10,6,18,20,49,57,36,36,190,222,379,374,26,14,85,103,165,197,149,167
050,15,001,Hawaii,Hawaii County,9,12,14841,7195,7646,3223,3427,75,36,53,63,1735,1883,805,779,1304,1458,4055,4420,118,70,258,302,2600,2859,1745,1806,6686,7093,2989,3207,68,31,37,39,1668,1817,771,733,1153,1266,3721,4066,98,51,195,201,2437,2672,1620,1648,509,553,234,220,7,5,16,24,67,66,34,46,151,192,334,354,20,19,63,101,163,187,125,158
050,15,001,Hawaii,Hawaii County,9,13,16438,8048,8390,4069,4136,89,39,55,63,1935,2131,753,718,1147,1303,4820,5049,123,76,238,276,2672,2990,1535,1604,7606,7923,3848,3924,79,33,37,36,1881,2075,724,688,1037,1167,4513,4740,102,54,174,186,2567,2854,1443,1503,442,467,221,212,10,6,18,27,54,56,29,30,110,136,307,309,21,22,64,90,105,136,92,101
050,15,001,Hawaii,Hawaii County,9,14,14805,7667,7138,4426,3761,69,38,26,43,1737,1859,507,452,902,985,4963,4404,97,52,124,182,2316,2474,1217,1215,7321,6764,4208,3573,66,33,17,31,1694,1791,493,434,843,902,4702,4159,87,41,90,135,2240,2349,1172,1156,346,374,218,188,3,5,9,12,43,68,14,18,59,83,261,245,10,11,34,47,76,125,45,59
050,15,001,Hawaii,Hawaii County,9,15,9334,4812,4522,2639,2219,39,16,22,18,1186,1275,368,344,558,650,2997,2633,59,26,110,85,1494,1680,811,870,4596,4328,2515,2114,37,15,16,15,1154,1244,354,336,520,604,2844,2497,56,23,92,68,1441,1620,777,837,216,194,124,105,2,1,6,3,32,31,14,8,38,46,153,136,3,3,18,17,53,60,34,33
050,15,001,Hawaii,Hawaii County,9,16,5489,2682,2807,1371,1251,18,12,14,7,729,930,231,246,319,361,1556,1480,30,25,50,34,920,1136,485,546,2581,2661,1325,1170,16,10,9,5,716,905,221,237,294,334,1495,1379,23,18,37,19,891,1098,464,526,101,146,46,81,2,2,5,2,13,25,10,9,25,27,61,101,7,7,13,15,29,38,21,20
050,15,001,Hawaii,Hawaii County,9,17,3878,1708,2170,770,829,9,10,6,4,599,895,122,154,202,278,896,1004,14,19,22,40,715,1052,284,377,1639,2082,727,781,9,9,3,2,592,888,114,146,194,256,849,944,14,17,18,31,702,1028,271,356,69,88,43,48,0,1,3,2,7,7,8,8,8,22,47,60,0,2,4,9,13,24,13,21
050,15,001,Hawaii,Hawaii County,9,18,4814,1788,3026,675,1039,5,8,8,8,825,1605,113,172,162,194,788,1177,9,12,28,27,905,1701,236,324,1759,2947,648,969,5,7,8,7,825,1598,113,172,160,194,759,1107,9,11,27,26,904,1694,236,324,29,79,27,70,0,1,0,1,0,7,0,0,2,0,29,70,0,1,1,1,1,7,0,0
050,15,001,Hawaii,Hawaii County,10,0,199503,99007,100496,34737,33486,963,624,576,538,19762,22757,13239,12810,29730,30281,57091,56353,2678,2155,4817,4835,42999,46573,35001,35184,86207,87727,30964,29785,816,504,306,302,18687,21658,12109,11693,23325,23785,48286,47621,1953,1447,2367,2390,36840,40276,29050,29231,12800,12769,3773,3701,147,120,270,236,1075,1099,1130,1117,6405,6496,8805,8732,725,708,2450,2445,6159,6297,5951,5953
050,15,001,Hawaii,Hawaii County,10,1,12072,6178,5894,1232,1199,79,70,39,26,743,708,1023,1007,3062,2884,3737,3573,363,341,579,571,3429,3223,3440,3233,4424,4177,927,885,60,56,9,7,584,552,803,781,2041,1896,2613,2459,202,190,180,188,2375,2221,2364,2215,1754,1717,305,314,19,14,30,19,159,156,220,226,1021,988,1124,1114,161,151,399,383,1054,1002,1076,1018
050,15,001,Hawaii,Hawaii County,10,2,12515,6356,6159,1170,1100,51,33,23,30,802,728,1087,1060,3223,3208,3764,3685,339,329,532,565,3593,3539,3583,3541,4755,4578,897,843,39,22,15,10,676,623,937,885,2191,2195,2667,2634,211,193,194,204,2582,2546,2568,2530,1601,1581,273,257,12,11,8,20,126,105,150,175,1032,1013,1097,1051,128,136,338,361,1011,993,1015,1011
050,15,001,Hawaii,Hawaii County,10,3,12059,6246,5813,1158,1041,44,29,18,14,834,803,1104,1035,3088,2891,3634,3317,254,236,430,387,3546,3316,3390,3173,4984,4668,946,823,30,18,12,8,752,738,984,938,2260,2143,2761,2494,173,155,159,164,2740,2608,2567,2462,1262,1145,212,218,14,11,6,6,82,65,120,97,828,748,873,823,81,81,271,223,806,708,823,711
050,15,001,Hawaii,Hawaii County,10,4,10941,5527,5414,1081,1014,33,32,24,16,864,881,871,846,2654,2625,3256,3171,191,196,385,378,3113,3074,2785,2710,4493,4407,875,796,29,26,15,8,802,821,801,764,1971,1992,2493,2446,143,134,156,173,2475,2483,2172,2135,1034,1007,206,218,4,6,9,8,62,60,70,82,683,633,763,725,48,62,229,205,638,591,613,575
050,15,001,Hawaii,Hawaii County,10,5,10269,5151,5118,1077,1116,46,47,25,23,853,915,788,837,2362,2180,3097,2925,215,177,383,366,2702,2645,2417,2389,4245,4252,870,921,37,38,11,12,812,858,716,765,1799,1658,2421,2302,178,133,189,177,2212,2162,1927,1927,906,866,207,195,9,9,14,11,41,57,72,72,563,522,676,623,37,44,194,189,490,483,490,462
050,15,001,Hawaii,Hawaii County,10,6,11738,5820,5918,1571,1536,69,52,37,31,1061,1080,959,960,2123,2259,3168,3199,214,165,341,326,2704,2936,2432,2598,4943,5011,1323,1287,54,40,20,21,977,1014,878,882,1691,1767,2586,2579,156,121,164,161,2296,2476,2053,2142,877,907,248,249,15,12,17,10,84,66,81,78,432,492,582,620,58,44,177,165,408,460,379,456
050,15,001,Hawaii,Hawaii County,10,7,12243,6089,6154,1842,1871,60,45,55,33,1041,1095,1061,997,2030,2113,3341,3445,164,119,333,301,2567,2755,2466,2550,5186,5289,1536,1577,51,38,18,22,982,1029,970,926,1629,1697,2726,2834,127,85,161,158,2238,2376,2106,2181,903,865,306,294,9,7,37,11,59,66,91,71,401,416,615,611,37,34,172,143,329,379,360,369
050,15,001,Hawaii,Hawaii County,10,8,12136,6032,6104,1979,1847,61,32,37,32,1012,1273,956,921,1987,1999,3420,3321,147,84,294,287,2511,2825,2359,2376,5247,5277,1696,1548,49,25,18,14,948,1206,881,842,1655,1642,2892,2757,108,61,156,148,2199,2488,2056,2060,785,827,283,299,12,7,19,18,64,67,75,79,332,357,528,564,39,23,138,139,312,337,303,316
050,15,001,Hawaii,Hawaii County,10,9,11223,5569,5654,1800,1697,73,47,44,46,1186,1409,887,737,1579,1718,2931,2954,124,81,239,223,2397,2757,1989,1987,4844,4963,1517,1423,64,38,22,26,1122,1352,827,689,1292,1435,2428,2468,100,61,115,115,2130,2480,1754,1740,725,691,283,274,9,9,22,20,64,57,60,48,287,283,503,486,24,20,124,108,267,277,235,247
050,15,001,Hawaii,Hawaii County,10,10,11407,5650,5757,2109,1885,57,38,45,30,1234,1584,752,704,1453,1516,3103,2963,91,79,229,217,2290,2719,1809,1816,5040,5138,1855,1668,47,31,21,11,1169,1507,705,674,1243,1247,2692,2552,72,52,120,92,2090,2455,1641,1616,610,619,254,217,10,7,24,19,65,77,47,30,210,269,411,411,19,27,109,125,200,264,168,200
050,15,001,Hawaii,Hawaii County,10,11,12036,5910,6126,2339,2227,72,35,43,49,1302,1630,753,733,1401,1452,3261,3208,117,64,225,251,2273,2662,1775,1797,5351,5578,2082,2027,62,31,22,25,1261,1575,719,701,1205,1219,2858,2844,92,48,139,136,2118,2461,1634,1629,559,548,257,200,10,4,21,24,41,55,34,32,196,233,403,364,25,16,86,115,155,201,141,168
050,15,001,Hawaii,Hawaii County,10,12,14420,7004,7416,3131,3268,68,42,50,54,1672,1819,779,787,1304,1446,3968,4253,112,72,249,280,2546,2794,1731,1820,6490,6845,2894,3026,62,38,30,36,1602,1753,748,740,1154,1252,3630,3881,91,54,180,187,2379,2605,1608,1658,514,571,237,242,6,4,20,18,70,66,31,47,150,194,338,372,21,18,69,93,167,189,123,162
050,15,001,Hawaii,Hawaii County,10,13,16258,7874,8384,3864,4100,83,35,50,69,1902,2105,796,725,1179,1350,4632,5056,124,68,238,278,2666,2998,1592,1641,7405,7894,3629,3899,75,28,34,41,1847,2042,762,688,1058,1196,4305,4740,103,45,170,185,2553,2847,1491,1521,469,490,235,201,8,7,16,28,55,63,34,37,121,154,327,316,21,23,68,93,113,151,101,120
050,15,001,Hawaii,Hawaii County,10,14,15193,7749,7444,4374,3886,76,41,34,38,1783,1934,538,500,944,1045,4936,4555,98,65,138,179,2422,2602,1278,1309,7398,7042,4165,3676,71,35,23,26,1735,1871,528,482,876,952,4681,4283,81,49,95,131,2328,2476,1238,1243,351,402,209,210,5,6,11,12,48,63,10,18,68,93,255,272,17,16,43,48,94,126,40,66
050,15,001,Hawaii,Hawaii County,10,15,10335,5374,4961,3046,2493,50,20,24,27,1271,1351,378,359,605,711,3434,2948,67,32,116,109,1606,1793,861,943,5130,4754,2905,2383,47,18,16,20,1239,1317,364,350,559,666,3262,2810,61,30,97,89,1542,1727,819,907,244,207,141,110,3,2,8,7,32,34,14,9,46,45,172,138,6,2,19,20,64,66,42,36
050,15,001,Hawaii,Hawaii County,10,16,5831,2910,2921,1486,1326,23,8,14,8,782,942,256,246,349,391,1682,1579,30,22,52,54,1001,1164,540,555,2802,2775,1433,1248,21,7,9,7,768,919,242,239,329,355,1615,1471,27,15,42,28,972,1129,517,542,108,146,53,78,2,1,5,1,14,23,14,7,20,36,67,108,3,7,10,26,29,35,23,13
050,15,001,Hawaii,Hawaii County,10,17,3844,1726,2118,774,823,12,9,6,3,595,838,127,172,212,273,904,987,18,13,26,32,717,998,294,392,1664,2024,740,769,12,7,4,1,586,825,121,164,201,258,866,927,18,11,23,27,699,973,279,373,62,94,34,54,0,2,2,2,9,13,6,8,11,15,38,60,0,2,3,5,18,25,15,19
050,15,001,Hawaii,Hawaii County,10,18,4983,1842,3141,704,1057,6,9,8,9,825,1662,124,184,175,220,823,1214,10,12,28,31,916,1773,260,354,1806,3055,674,986,6,8,7,7,825,1656,123,183,171,215,790,1140,10,10,27,27,912,1763,256,350,36,86,30,71,0,1,1,2,0,6,1,1,4,5,33,74,0,2,1,4,4,10,4,4
050,15,001,Hawaii,Hawaii County,11,0,200983,99602,101381,34838,33810,992,639,585,549,19758,22829,13254,12823,30175,30731,57622,57104,2791,2151,4836,4879,43381,47090,35318,35592,86586,88367,30975,29990,839,510,317,305,18670,21722,12124,11723,23661,24117,48610,48148,2030,1456,2359,2395,37113,40675,29274,29521,13016,13014,3863,3820,153,129,268,244,1088,1107,1130,1100,6514,6614,9012,8956,761,695,2477,2484,6268,6415,6044,6071
050,15,001,Hawaii,Hawaii County,11,1,11890,6084,5806,1229,1196,69,62,30,20,715,661,927,898,3114,2969,3782,3657,366,340,569,554,3434,3246,3347,3154,4423,4179,909,866,51,48,9,8,576,524,744,706,2134,2027,2677,2563,215,199,193,198,2431,2299,2329,2198,1661,1627,320,330,18,14,21,12,139,137,183,192,980,942,1105,1094,151,141,376,356,1003,947,1018,956
050,15,001,Hawaii,Hawaii County,11,2,12621,6398,6223,1213,1144,52,39,25,34,819,747,1069,1059,3220,3200,3819,3737,341,324,561,573,3618,3552,3571,3552,4673,4544,909,866,38,25,9,9,669,623,875,878,2173,2143,2673,2625,200,190,202,190,2571,2501,2503,2500,1725,1679,304,278,14,14,16,25,150,124,194,181,1047,1057,1146,1112,141,134,359,383,1047,1051,1068,1052
050,15,001,Hawaii,Hawaii County,11,3,12109,6206,5903,1130,1065,51,36,18,17,816,797,1113,1035,3078,2953,3607,3395,278,250,412,422,3521,3366,3394,3237,4959,4706,915,845,35,26,12,8,735,731,1010,932,2252,2164,2728,2538,188,159,146,174,2713,2622,2585,2485,1247,1197,215,220,16,10,6,9,81,66,103,103,826,789,879,857,90,91,266,248,808,744,809,752
050,15,001,Hawaii,Hawaii County,11,4,11047,5628,5419,1125,1026,34,28,18,18,862,897,870,870,2719,2580,3370,3153,198,175,386,364,3183,3065,2837,2698,4540,4406,898,801,28,19,12,9,801,833,791,780,2010,1964,2562,2427,146,119,159,174,2519,2479,2184,2125,1088,1013,227,225,6,9,6,9,61,64,79,90,709,616,808,726,52,56,227,190,664,586,653,573
050,15,001,Hawaii,Hawaii County,11,5,10039,5005,5034,1038,1084,46,34,32,24,816,898,809,814,2264,2180,2977,2911,229,166,366,356,2588,2644,2357,2350,4120,4185,838,893,39,27,15,14,774,850,735,753,1719,1648,2321,2286,183,124,172,170,2113,2157,1879,1892,885,849,200,191,7,7,17,10,42,48,74,61,545,532,656,625,46,42,194,186,475,487,478,458
050,15,001,Hawaii,Hawaii County,11,6,11769,5857,5912,1554,1557,65,55,33,30,1045,1070,891,945,2269,2255,3310,3251,222,169,353,333,2807,2931,2459,2587,4939,4998,1314,1299,50,45,22,17,964,998,813,861,1776,1778,2685,2629,167,133,171,156,2352,2473,2048,2141,918,914,240,258,15,10,11,13,81,72,78,84,493,477,625,622,55,36,182,177,455,458,411,446
050,15,001,Hawaii,Hawaii County,11,7,12178,6032,6146,1816,1859,67,46,54,37,1060,1116,1060,977,1975,2111,3274,3435,173,121,326,322,2543,2790,2429,2538,5159,5287,1542,1575,56,35,14,24,996,1056,972,919,1579,1678,2698,2820,129,83,145,166,2220,2389,2080,2163,873,859,274,284,11,11,40,13,64,60,88,58,396,433,576,615,44,38,181,156,323,401,349,375
050,15,001,Hawaii,Hawaii County,11,8,12579,6258,6321,2077,1959,52,53,33,36,1014,1267,1022,926,2060,2080,3582,3498,143,106,288,290,2568,2904,2480,2458,5441,5447,1761,1633,42,42,21,18,946,1201,942,844,1729,1709,3014,2895,102,79,158,153,2253,2553,2179,2124,817,874,316,326,10,11,12,18,68,66,80,82,331,371,568,603,41,27,130,137,315,351,301,334
050,15,001,Hawaii,Hawaii County,11,9,11429,5664,5765,1859,1735,80,42,42,43,1158,1429,873,778,1652,1738,3046,3012,144,78,250,234,2438,2784,2021,2034,4893,5030,1561,1447,69,34,18,20,1099,1365,811,727,1335,1437,2505,2497,110,58,115,117,2142,2492,1765,1772,771,735,298,288,11,8,24,23,59,64,62,51,317,301,541,515,34,20,135,117,296,292,256,262
050,15,001,Hawaii,Hawaii County,11,10,11531,5676,5855,2049,1926,69,47,51,37,1234,1527,785,730,1488,1588,3070,3054,106,80,235,224,2321,2724,1866,1892,5044,5221,1786,1715,61,40,24,18,1176,1456,740,692,1257,1300,2634,2638,88,61,121,97,2115,2457,1684,1663,632,634,263,211,8,7,27,19,58,71,45,38,231,288,436,416,18,19,114,127,206,267,182,229
050,15,001,Hawaii,Hawaii County,11,11,11771,5789,5982,2271,2140,76,33,44,37,1269,1630,744,705,1385,1437,3190,3126,119,55,215,238,2246,2663,1747,1767,5237,5414,2023,1924,66,29,24,16,1222,1567,712,676,1190,1202,2799,2742,94,44,132,127,2079,2451,1607,1591,552,568,248,216,10,4,20,21,47,63,32,29,195,235,391,384,25,11,83,111,167,212,140,176
050,15,001,Hawaii,Hawaii County,11,12,13939,6745,7194,2951,3079,59,38,51,54,1582,1789,783,798,1319,1436,3800,4059,99,69,240,270,2469,2762,1751,1841,6223,6616,2715,2832,52,34,28,36,1511,1725,749,752,1168,1237,3462,3678,81,54,164,180,2297,2569,1627,1672,522,578,236,247,7,4,23,18,71,64,34,46,151,199,338,381,18,15,76,90,172,193,124,169
050,15,001,Hawaii,Hawaii County,11,13,16049,7810,8239,3767,3948,92,36,56,64,1902,2070,767,734,1226,1387,4579,4930,125,76,241,268,2707,3001,1604,1683,7329,7749,3528,3753,85,31,41,42,1847,2005,739,696,1089,1222,4233,4612,106,46,173,176,2582,2841,1493,1553,481,490,239,195,7,5,15,22,55,65,28,38,137,165,346,318,19,30,68,92,125,160,111,130
050,15,001,Hawaii,Hawaii County,11,14,15611,7843,7768,4341,4010,73,44,40,41,1805,2008,615,547,969,1118,4913,4721,99,65,140,196,2458,2733,1386,1413,7491,7345,4142,3790,65,35,29,23,1754,1952,599,529,902,1016,4663,4436,80,47,97,138,2367,2611,1328,1337,352,423,199,220,8,9,11,18,51,56,16,18,67,102,250,285,19,18,43,58,91,122,58,76
050,15,001,Hawaii,Hawaii County,11,15,11114,5756,5358,3247,2742,56,19,26,32,1384,1435,387,365,656,765,3667,3226,77,30,128,114,1751,1913,911,995,5490,5130,3087,2623,54,17,17,23,1354,1394,373,353,605,720,3470,3081,75,23,106,91,1687,1843,862,956,266,228,160,119,2,2,9,9,30,41,14,12,51,45,197,145,2,7,22,23,64,70,49,39
050,15,001,Hawaii,Hawaii County,11,16,6284,3177,3107,1654,1442,29,11,18,12,842,958,259,264,375,420,1867,1712,37,22,64,58,1068,1199,563,606,3062,2956,1595,1356,26,10,11,12,827,939,250,257,353,382,1791,1593,33,16,47,35,1038,1168,547,589,115,151,59,86,3,1,7,0,15,19,9,7,22,38,76,119,4,6,17,23,30,31,16,17
050,15,001,Hawaii,Hawaii County,11,17,3953,1778,2175,800,862,16,7,6,4,601,839,144,187,211,276,923,1022,23,14,30,34,724,1000,309,410,1712,2066,772,804,16,6,4,2,588,818,134,179,198,257,888,954,21,12,27,28,703,966,291,389,66,109,28,58,0,1,2,2,13,21,10,8,13,19,35,68,2,2,3,6,21,34,18,21
050,15,001,Hawaii,Hawaii County,11,18,5070,1896,3174,717,1036,6,9,8,9,834,1691,136,191,195,238,846,1205,12,11,32,29,937,1813,286,377,1851,3088,680,968,6,7,7,6,831,1685,135,189,192,233,807,1134,12,9,31,25,931,1804,283,371,45,86,37,68,0,2,1,3,3,6,1,2,3,5,39,71,0,2,1,4,6,9,3,6
050,15,003,Hawaii,Honolulu County,1,0,953207,477092,476115,114126,92053,12393,7805,1586,1280,196999,226056,46935,45741,105053,103180,190397,167188,19461,14167,10839,10422,282890,311087,118470,117050,437809,437965,101548,81043,11264,6817,934,783,191619,220333,43978,42906,88466,86083,165447,143517,16907,11764,7223,6824,263960,291265,103619,101982,39283,38150,12578,11010,1129,988,652,497,5380,5723,2957,2835,16587,17097,24950,23671,2554,2403,3616,3598,18930,19822,14851,15068
050,15,003,Hawaii,Honolulu County,1,1,61261,31571,29690,5738,5594,806,790,81,95,8329,7550,4157,3962,12460,11699,15305,14624,2063,1975,1222,1274,18989,17598,12614,11762,26624,25000,4593,4487,645,632,58,57,7867,7134,3747,3578,9714,9112,12080,11538,1595,1495,723,746,16160,14972,10096,9488,4947,4690,1145,1107,161,158,23,38,462,416,410,384,2746,2587,3225,3086,468,480,499,528,2829,2626,2518,2274
050,15,003,Hawaii,Honolulu County,1,2,57818,29666,28152,4465,4267,663,658,73,68,8921,8693,3941,3679,11603,10787,13174,12336,1771,1668,1092,1073,18896,18022,11805,11042,25481,24274,3573,3458,541,548,40,45,8513,8315,3626,3370,9188,8538,10437,9873,1394,1322,637,637,16455,15694,9655,9047,4185,3878,892,809,122,110,33,23,408,378,315,309,2415,2249,2737,2463,377,346,455,436,2441,2328,2150,1995
050,15,003,Hawaii,Honolulu County,1,3,56147,28771,27376,3733,3569,613,577,68,61,9814,9382,3912,3521,10631,10266,11706,11224,1504,1512,1007,1014,18957,18168,11054,10373,25196,24015,3064,2906,535,499,46,31,9353,9012,3611,3243,8587,8324,9509,9092,1244,1249,626,627,16760,16155,9213,8678,3575,3361,669,663,78,78,22,30,461,370,301,278,2044,1942,2197,2132,260,263,381,387,2197,2013,1841,1695
050,15,003,Hawaii,Honolulu County,1,4,60344,31145,29199,4649,4202,720,575,92,69,11246,10236,3983,3915,10455,10202,12427,11769,1482,1292,931,943,20120,18909,11175,10979,27731,25736,3936,3468,644,515,52,44,10851,9823,3685,3621,8563,8265,10310,9584,1252,1072,581,574,18139,16861,9464,9257,3414,3463,713,734,76,60,40,25,395,413,298,294,1892,1937,2117,2185,230,220,350,369,1981,2048,1711,1722
050,15,003,Hawaii,Honolulu County,1,5,73203,40399,32804,14261,8825,1784,863,260,129,10947,10785,4130,3824,9017,8378,20940,15016,2421,1412,1111,915,18302,17753,10063,9417,36101,29148,12343,7554,1614,727,174,89,10575,10346,3851,3561,7544,6871,17929,12606,2124,1163,735,598,16766,16069,8749,8052,4298,3656,1918,1271,170,136,86,40,372,439,279,263,1473,1507,3011,2410,297,249,376,317,1536,1684,1314,1365
050,15,003,Hawaii,Honolulu County,1,6,71667,37812,33855,12252,9136,1577,968,195,153,11393,11816,3943,3752,8452,8030,18444,15001,2162,1477,994,890,18215,18530,9519,9195,34140,30380,10803,7945,1423,827,111,112,10998,11365,3699,3510,7106,6621,16006,12786,1905,1229,644,601,16720,16931,8349,7951,3672,3475,1449,1191,154,141,84,41,395,451,244,242,1346,1409,2438,2215,257,248,350,289,1495,1599,1170,1244
050,15,003,Hawaii,Honolulu County,1,7,62779,32099,30680,9056,7019,1290,782,155,136,11107,12692,3414,3207,7077,6844,14237,11994,1738,1147,821,782,16796,18255,8075,7918,29055,27839,7920,6036,1182,691,86,73,10696,12312,3182,3004,5989,5723,12284,10195,1536,972,563,511,15553,16986,7115,6924,3044,2841,1136,983,108,91,69,63,411,380,232,203,1088,1121,1953,1799,202,175,258,271,1243,1269,960,994
050,15,003,Hawaii,Honolulu County,1,8,61956,31395,30561,8059,5779,1181,662,148,93,12404,14797,3248,2988,6355,6242,12613,10324,1502,933,733,642,17550,19928,7476,7228,28895,28037,7092,4981,1109,601,75,54,12043,14341,3070,2802,5506,5258,11037,8815,1374,812,500,425,16517,18673,6720,6370,2500,2524,967,798,72,61,73,39,361,456,178,186,849,984,1576,1509,128,121,233,217,1033,1255,756,858
050,15,003,Hawaii,Honolulu County,1,9,63340,31966,31374,7664,5595,1036,542,109,84,14017,16197,3064,2917,6076,6039,11955,9973,1312,745,618,592,18864,21058,7194,7172,29821,29239,6899,4935,972,503,65,46,13593,15777,2888,2774,5404,5204,10688,8699,1204,662,446,407,17909,19968,6598,6451,2145,2135,765,660,64,39,44,38,424,420,176,143,672,835,1267,1274,108,83,172,185,955,1090,596,721
050,15,003,Hawaii,Honolulu County,1,10,66376,33622,32754,8153,5928,847,402,100,102,15625,17611,3136,3010,5761,5701,12090,9842,1032,569,595,540,20146,22168,7239,7205,31612,30727,7410,5305,812,366,52,54,15221,17155,2983,2859,5134,4988,10886,8713,972,504,424,370,19261,21155,6668,6540,2010,2027,743,623,35,36,48,48,404,456,153,151,627,713,1204,1129,60,65,171,170,885,1013,571,665
050,15,003,Hawaii,Honolulu County,1,11,65348,32528,32820,7863,6240,663,333,72,88,16327,18452,2696,2747,4907,4960,11198,9639,881,466,501,510,20103,22358,6051,6259,30881,31142,7227,5698,635,306,40,51,15982,18065,2576,2631,4421,4391,10212,8702,822,420,396,368,19399,21535,5635,5758,1647,1678,636,542,28,27,32,37,345,387,120,116,486,569,986,937,59,46,105,142,704,823,416,501
050,15,003,Hawaii,Honolulu County,1,12,60387,29685,30702,7487,6277,466,225,85,67,15452,17690,2197,2273,3998,4170,10170,9158,617,338,459,461,18477,20900,5014,5200,28409,29374,6996,5827,441,211,49,47,15161,17374,2113,2194,3649,3721,9427,8386,576,307,356,370,17931,20236,4711,4833,1276,1328,491,450,25,14,36,20,291,316,84,79,349,449,743,772,41,31,103,91,546,664,303,367
