SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,15,001,Hawaii,Hawaii County,4,7,11245,5632,5613,1750,1669,53,33,34,33,967,1095,926,860,1902,1923,3123,3061,151,98,309,295,2369,2581,2251,2275,4909,4842,1515,1407,43,23,13,20,909,1025,845,792,1584,1575,2649,2539,114,65,175,164,2096,2250,1963,1968,723,771,235,262,10,10,21,13,58,70,81,68,318,348,474,522,37,33,134,131,273,331,288,307
050,15,001,Hawaii,Hawaii County,4,8,10347,5183,5164,1714,1514,47,41,34,57,1073,1235,784,703,1531,1614,2806,2668,114,78,251,280,2191,2478,1844,1840,4539,4504,1471,1288,43,36,21,36,1011,1170,727,646,1266,1328,2371,2234,84,58,152,162,1949,2201,1621,1605,644,660,243,226,4,5,13,21,62,65,57,57,265,286,435,434,30,20,99,118,242,277,223,235
050,15,001,Hawaii,Hawaii County,4,9,10852,5428,5424,2045,1760,45,34,32,25,1182,1499,701,635,1423,1471,3022,2824,97,60,234,208,2211,2554,1692,1737,4869,4830,1829,1562,37,27,16,10,1117,1414,660,603,1210,1214,2653,2437,72,46,132,110,2001,2280,1537,1528,559,594,216,198,8,7,16,15,65,85,41,32,213,257,369,387,25,14,102,98,210,274,155,209
050,15,001,Hawaii,Hawaii County,4,10,12121,6018,6103,2337,2212,61,24,37,44,1385,1628,776,750,1422,1445,3260,3159,96,61,252,226,2354,2663,1824,1852,5421,5549,2091,2018,54,22,18,25,1321,1564,719,700,1218,1220,2866,2806,79,44,139,130,2169,2455,1656,1658,597,554,246,194,7,2,19,19,64,64,57,50,204,225,394,353,17,17,113,96,185,208,168,194
050,15,001,Hawaii,Hawaii County,4,11,14426,7106,7320,3008,3123,81,23,50,55,1758,1868,869,765,1340,1486,3857,4092,121,48,261,305,2654,2887,1829,1838,6568,6743,2789,2899,69,19,29,34,1677,1794,825,717,1179,1280,3531,3728,98,37,183,199,2478,2684,1691,1670,538,577,219,224,12,4,21,21,81,74,44,48,161,206,326,364,23,11,78,106,176,203,138,168
050,15,001,Hawaii,Hawaii County,4,12,15770,7746,8024,3848,3875,69,38,52,60,1902,2059,711,723,1164,1269,4593,4713,113,67,266,298,2638,2874,1528,1620,7276,7552,3630,3667,63,33,35,36,1836,1997,674,691,1038,1128,4283,4411,101,50,203,214,2495,2728,1423,1509,470,472,218,208,6,5,17,24,66,62,37,32,126,141,310,302,12,17,63,84,143,146,105,111
050,15,001,Hawaii,Hawaii County,4,13,14770,7683,7087,4345,3718,66,29,35,35,1768,1851,510,463,959,991,4967,4426,90,63,220,210,2346,2455,1172,1149,7310,6720,4146,3540,62,25,16,25,1708,1780,493,443,885,907,4709,4188,80,46,163,163,2252,2333,1118,1087,373,367,199,178,4,4,19,10,60,71,17,20,74,84,258,238,10,17,57,47,94,122,54,62
050,15,001,Hawaii,Hawaii County,4,14,9926,5109,4817,2776,2364,41,15,29,21,1276,1383,379,347,608,687,3156,2821,64,23,90,112,1633,1790,863,884,4852,4595,2651,2254,39,14,16,15,1234,1344,362,339,550,629,2990,2673,52,17,57,83,1558,1714,816,849,257,222,125,110,2,1,13,6,42,39,17,8,58,58,166,148,12,6,33,29,75,76,47,35
050,15,001,Hawaii,Hawaii County,4,15,6257,3108,3149,1573,1389,19,14,15,8,898,1068,252,261,351,409,1790,1637,29,25,66,47,1103,1315,530,596,2971,2966,1513,1296,17,12,9,5,879,1032,237,254,316,367,1705,1514,26,21,50,34,1061,1256,494,566,137,183,60,93,2,2,6,3,19,36,15,7,35,42,85,123,3,4,16,13,42,59,36,30
050,15,001,Hawaii,Hawaii County,4,16,4708,2186,2522,1006,945,8,7,9,5,769,1071,149,179,245,315,1157,1155,13,15,27,36,908,1245,349,439,2082,2398,946,887,8,6,5,2,752,1049,142,168,229,286,1084,1077,13,13,20,18,881,1208,334,418,104,124,60,58,0,1,4,3,17,22,7,11,16,29,73,78,0,2,7,18,27,37,15,21
050,15,001,Hawaii,Hawaii County,4,17,3775,1612,2163,671,757,9,5,4,5,684,1071,90,137,154,188,766,874,15,13,22,31,770,1166,211,288,1557,2084,644,715,9,4,4,5,668,1052,89,131,143,177,730,825,14,12,22,26,747,1140,203,277,55,79,27,42,0,1,0,0,16,19,1,6,11,11,36,49,1,1,0,5,23,26,8,11
050,15,001,Hawaii,Hawaii County,4,18,3855,1486,2369,532,863,3,3,2,5,810,1282,58,96,81,120,587,947,7,6,13,17,849,1337,116,192,1450,2316,508,824,3,3,2,3,803,1271,58,95,76,120,560,908,6,6,11,15,839,1326,115,191,36,53,24,39,0,0,0,2,7,11,0,1,5,0,27,39,1,0,2,2,10,11,1,1
050,15,001,Hawaii,Hawaii County,5,0,189164,94485,94679,33116,31310,753,495,492,508,19915,22390,12433,11878,27776,28098,53734,52145,2304,1898,4600,4605,41307,44208,32691,32729,83217,83376,29891,28092,646,395,284,293,18900,21374,11417,10916,22079,22306,46082,44508,1683,1296,2378,2407,35833,38605,27463,27469,11268,11303,3225,3218,107,100,208,215,1015,1016,1016,962,5697,5792,7652,7637,621,602,2222,2198,5474,5603,5228,5260
050,15,001,Hawaii,Hawaii County,5,1,12214,6217,5997,1090,1063,48,43,21,33,707,674,1135,1063,3216,3121,3722,3637,349,338,586,609,3493,3373,3633,3445,4592,4360,833,812,37,28,14,10,597,561,960,873,2151,2076,2616,2539,203,180,200,207,2451,2375,2576,2427,1625,1637,257,251,11,15,7,23,110,113,175,190,1065,1045,1106,1098,146,158,386,402,1042,998,1057,1018
050,15,001,Hawaii,Hawaii County,5,2,11728,6144,5584,1036,888,31,27,20,19,764,689,1129,1045,3164,2916,3531,3166,295,271,477,437,3491,3216,3542,3268,4873,4419,847,680,20,16,15,11,678,627,1009,944,2304,2141,2656,2350,198,183,191,177,2674,2479,2698,2524,1271,1165,189,208,11,11,5,8,86,62,120,101,860,775,875,816,97,88,286,260,817,737,844,744
050,15,001,Hawaii,Hawaii County,5,3,11409,5809,5600,1037,996,31,33,23,21,870,830,983,875,2865,2845,3298,3204,211,234,410,405,3350,3269,3117,2990,4725,4552,834,788,27,28,17,11,809,769,903,794,2135,2162,2515,2472,154,162,167,193,2661,2627,2433,2356,1084,1048,203,208,4,5,6,10,61,61,80,81,730,683,783,732,57,72,243,212,689,642,684,634
050,15,001,Hawaii,Hawaii County,5,4,11396,5809,5587,1130,1132,47,44,25,34,1018,901,844,878,2745,2598,3351,3227,198,195,405,426,3304,3017,2835,2766,4784,4611,933,930,39,36,10,16,953,853,765,800,2084,1976,2630,2529,142,141,177,195,2685,2456,2240,2210,1025,976,197,202,8,8,15,18,65,48,79,78,661,622,721,698,56,54,228,231,619,561,595,556
050,15,001,Hawaii,Hawaii County,5,5,11216,5699,5517,1350,1196,53,32,32,17,1071,1076,931,934,2262,2262,3108,2886,179,154,362,340,2825,2874,2517,2589,4820,4625,1135,981,42,21,20,9,984,1010,841,849,1798,1755,2535,2285,139,102,194,161,2380,2397,2090,2120,879,892,215,215,11,11,12,8,87,66,90,85,464,507,573,601,40,52,168,179,445,477,427,469
050,15,001,Hawaii,Hawaii County,5,6,11256,5665,5591,1620,1545,43,29,32,33,973,977,1009,931,1988,2076,3110,3053,157,119,327,302,2478,2665,2391,2449,4878,4792,1376,1318,39,22,18,23,918,920,921,861,1606,1648,2564,2521,114,85,159,155,2144,2273,2050,2059,787,799,244,227,4,7,14,10,55,57,88,70,382,428,546,532,43,34,168,147,334,392,341,390
050,15,001,Hawaii,Hawaii County,5,7,11472,5718,5754,1790,1713,47,32,31,29,954,1094,936,914,1960,1972,3208,3150,149,101,302,305,2408,2617,2294,2371,4970,4962,1527,1433,38,24,15,18,890,1029,855,830,1645,1628,2710,2611,115,71,175,170,2134,2300,2008,2055,748,792,263,280,9,8,16,11,64,65,81,84,315,344,498,539,34,30,127,135,274,317,286,316
050,15,001,Hawaii,Hawaii County,5,8,10642,5284,5358,1712,1563,50,44,38,49,1062,1244,824,746,1598,1712,2873,2791,114,85,263,278,2234,2570,1929,1966,4613,4674,1472,1327,43,35,19,33,1002,1178,762,690,1315,1411,2421,2336,81,66,145,163,1981,2276,1689,1715,671,684,240,236,7,9,19,16,60,66,62,56,283,301,452,455,33,19,118,115,253,294,240,251
050,15,001,Hawaii,Hawaii County,5,9,10798,5370,5428,1923,1711,52,36,35,38,1195,1498,726,652,1439,1493,2903,2793,98,65,237,215,2253,2602,1735,1763,4823,4812,1723,1502,44,30,17,17,1129,1418,681,620,1229,1225,2553,2385,77,46,132,110,2041,2329,1572,1549,547,616,200,209,8,6,18,21,66,80,45,32,210,268,350,408,21,19,105,105,212,273,163,214
050,15,001,Hawaii,Hawaii County,5,10,11647,5828,5819,2266,2007,49,24,35,43,1305,1602,759,720,1414,1423,3198,2949,86,58,243,234,2274,2623,1799,1812,5233,5274,2014,1818,42,23,20,24,1250,1539,709,675,1198,1195,2786,2600,65,43,136,125,2092,2409,1630,1618,595,545,252,189,7,1,15,19,55,63,50,45,216,228,412,349,21,15,107,109,182,214,169,194
050,15,001,Hawaii,Hawaii County,5,11,14075,6897,7178,2853,3017,69,28,49,52,1709,1814,849,780,1368,1487,3739,3989,111,59,255,290,2638,2843,1829,1852,6360,6602,2644,2788,58,25,26,33,1626,1739,805,731,1201,1286,3409,3624,87,50,170,190,2453,2641,1686,1680,537,576,209,229,11,3,23,19,83,75,44,49,167,201,330,365,24,9,85,100,185,202,143,172
050,15,001,Hawaii,Hawaii County,5,12,15704,7696,8008,3711,3819,80,35,55,54,1892,2049,760,748,1198,1303,4475,4698,125,63,281,289,2644,2881,1595,1659,7201,7513,3485,3612,72,31,39,31,1825,1983,718,711,1062,1145,4155,4377,103,46,207,203,2499,2720,1480,1537,495,495,226,207,8,4,16,23,67,66,42,37,136,158,320,321,22,17,74,86,145,161,115,122
050,15,001,Hawaii,Hawaii County,5,13,15274,7814,7460,4323,3861,66,39,39,39,1822,1944,556,515,1008,1062,4973,4612,95,62,218,217,2449,2609,1257,1268,7430,7050,4126,3659,63,32,16,25,1759,1875,541,494,925,965,4708,4334,85,46,156,164,2344,2483,1197,1190,384,410,197,202,3,7,23,14,63,69,15,21,83,97,265,278,10,16,62,53,105,126,60,78
050,15,001,Hawaii,Hawaii County,5,14,11008,5739,5269,3219,2660,45,18,26,25,1396,1460,400,364,653,742,3635,3164,64,35,96,124,1779,1896,919,935,5455,5040,3068,2547,42,17,16,16,1354,1418,382,355,593,687,3440,3014,55,26,64,90,1702,1819,869,900,284,229,151,113,3,1,10,9,42,42,18,9,60,55,195,150,9,9,32,34,77,77,50,35
050,15,001,Hawaii,Hawaii County,5,15,6727,3397,3330,1747,1515,24,12,15,9,946,1095,271,265,394,434,1976,1780,38,22,74,57,1180,1364,583,618,3247,3152,1679,1424,22,11,9,7,923,1062,255,259,359,389,1886,1655,33,17,54,44,1133,1304,551,584,150,178,68,91,2,1,6,2,23,33,16,6,35,45,90,125,5,5,20,13,47,60,32,34
050,15,001,Hawaii,Hawaii County,5,16,4710,2205,2505,1033,970,9,9,8,4,743,1011,156,198,256,313,1193,1167,15,18,31,30,888,1190,362,457,2112,2382,979,907,9,7,6,1,729,988,148,187,241,292,1128,1092,14,15,23,18,864,1154,348,439,93,123,54,63,0,2,2,3,14,23,8,11,15,21,65,75,1,3,8,12,24,36,14,18
050,15,001,Hawaii,Hawaii County,5,17,3808,1622,2186,722,769,5,6,6,6,637,1052,97,143,155,210,821,902,12,12,17,30,724,1158,219,312,1560,2104,685,726,5,5,5,5,624,1035,94,137,147,196,778,852,11,10,15,25,705,1132,213,298,62,82,37,43,0,1,1,1,13,17,3,6,8,14,43,50,1,2,2,5,19,26,6,14
050,15,001,Hawaii,Hawaii County,5,18,4080,1572,2508,554,885,4,4,2,3,851,1380,68,107,93,129,620,977,8,7,16,17,895,1441,135,209,1541,2452,531,840,4,4,2,3,850,1370,68,106,86,129,592,932,7,7,13,17,890,1431,133,208,31,56,23,45,0,0,0,0,1,10,0,1,7,0,28,45,1,0,3,0,5,10,2,1
050,15,001,Hawaii,Hawaii County,6,0,191466,95368,96098,33390,31792,782,510,489,510,19921,22516,12663,12173,28123,28597,54295,53136,2349,1933,4599,4668,41582,44783,33216,33373,83766,84405,30039,28433,656,404,278,283,18905,21492,11609,11149,22279,22644,46400,45194,1707,1317,2369,2389,36000,39045,27805,27917,11602,11693,3351,3359,126,106,211,227,1016,1024,1054,1024,5844,5953,7895,7942,642,616,2230,2279,5582,5738,5411,5456
050,15,001,Hawaii,Hawaii County,6,1,12206,6177,6029,1123,1068,63,50,27,41,734,692,1091,1066,3139,3112,3704,3654,363,340,609,629,3448,3381,3541,3456,4443,4315,858,809,47,33,15,13,592,565,884,853,2047,2042,2564,2516,195,175,195,208,2367,2349,2431,2391,1734,1714,265,259,16,17,12,28,142,127,207,213,1092,1070,1140,1138,168,165,414,421,1081,1032,1110,1065
050,15,001,Hawaii,Hawaii County,6,2,11926,6205,5721,1038,921,38,29,15,19,763,686,1183,1066,3168,3000,3544,3277,302,288,467,449,3491,3292,3597,3350,4925,4502,824,699,27,18,10,11,684,627,1071,954,2309,2193,2639,2423,209,196,189,182,2681,2526,2759,2573,1280,1219,214,222,11,11,5,8,79,59,112,112,859,807,905,854,93,92,278,267,810,766,838,777
050,15,001,Hawaii,Hawaii County,6,3,11507,5904,5603,1092,992,29,30,19,15,864,802,990,930,2910,2834,3397,3200,211,225,406,401,3398,3246,3157,3035,4757,4530,865,782,23,22,13,6,800,735,899,838,2157,2147,2573,2460,149,152,159,185,2679,2590,2433,2383,1147,1073,227,210,6,8,6,9,64,67,91,92,753,687,824,740,62,73,247,216,719,656,724,652
050,15,001,Hawaii,Hawaii County,6,4,11263,5717,5546,1082,1120,53,41,26,23,980,906,887,850,2689,2606,3259,3243,202,203,387,404,3217,3045,2826,2719,4690,4554,884,916,43,35,14,11,920,857,800,765,2029,1970,2531,2525,154,146,166,181,2608,2466,2224,2141,1027,992,198,204,10,6,12,12,60,49,87,85,660,636,728,718,48,57,221,223,609,579,602,578
050,15,001,Hawaii,Hawaii County,6,5,11285,5700,5585,1308,1185,50,40,30,25,1073,1083,888,969,2351,2283,3162,2927,204,155,375,361,2887,2901,2538,2635,4790,4675,1100,965,35,29,17,14,986,1016,805,878,1847,1773,2570,2315,146,111,194,172,2417,2424,2085,2160,910,910,208,220,15,11,13,11,87,67,83,91,504,510,592,612,58,44,181,189,470,477,453,475
050,15,001,Hawaii,Hawaii County,6,6,11282,5662,5620,1611,1527,53,32,23,30,1004,993,1005,925,1966,2113,3075,3072,160,119,315,298,2493,2715,2363,2468,4874,4785,1358,1280,45,23,14,21,945,937,925,863,1587,1661,2530,2489,117,88,154,151,2165,2300,2034,2066,788,835,253,247,8,9,9,9,59,56,80,62,379,452,545,583,43,31,161,147,328,415,329,402
050,15,001,Hawaii,Hawaii County,6,7,11755,5861,5894,1827,1785,47,29,31,30,950,1088,971,934,2035,2028,3306,3270,141,100,317,310,2466,2663,2407,2436,5099,5080,1550,1495,40,23,17,16,889,1030,893,844,1710,1672,2785,2711,114,73,184,171,2183,2340,2105,2094,762,814,277,290,7,6,14,14,61,58,78,90,325,356,521,559,27,27,133,139,283,323,302,342
050,15,001,Hawaii,Hawaii County,6,8,10817,5358,5459,1724,1615,52,41,35,42,1058,1237,854,778,1635,1746,2913,2865,121,86,256,272,2271,2604,1987,2029,4652,4741,1484,1362,41,31,14,23,997,1164,782,722,1334,1439,2450,2393,86,62,139,148,1987,2296,1723,1771,706,718,240,253,11,10,21,19,61,73,72,56,301,307,463,472,35,24,117,124,284,308,264,258
050,15,001,Hawaii,Hawaii County,6,9,10997,5449,5548,1907,1730,49,39,48,39,1188,1486,764,701,1493,1553,2935,2862,98,68,239,225,2289,2653,1811,1845,4865,4910,1685,1519,41,33,25,17,1130,1409,717,662,1267,1270,2549,2442,76,51,132,108,2082,2367,1636,1612,584,638,222,211,8,6,23,22,58,77,47,39,226,283,386,420,22,17,107,117,207,286,175,233
050,15,001,Hawaii,Hawaii County,6,10,11333,5661,5672,2175,1905,44,30,34,34,1272,1600,739,696,1397,1407,3111,2866,77,61,236,214,2236,2613,1768,1764,5080,5111,1935,1700,37,29,19,14,1216,1537,694,657,1179,1174,2701,2494,57,48,133,104,2052,2397,1601,1574,581,561,240,205,7,1,15,20,56,63,45,39,218,233,410,372,20,13,103,110,184,216,167,190
050,15,001,Hawaii,Hawaii County,6,11,13572,6651,6921,2746,2850,63,28,44,56,1618,1751,820,788,1360,1448,3618,3795,99,55,242,279,2536,2758,1809,1852,6116,6358,2532,2630,51,24,24,35,1538,1682,775,737,1196,1250,3286,3438,78,42,161,177,2357,2568,1669,1680,535,563,214,220,12,4,20,21,80,69,45,51,164,198,332,357,21,13,81,102,179,190,140,172
050,15,001,Hawaii,Hawaii County,6,12,15555,7591,7964,3537,3724,81,30,55,54,1897,2036,767,757,1254,1363,4339,4645,129,57,274,288,2694,2915,1647,1713,7075,7455,3304,3512,76,26,38,35,1831,1969,726,719,1100,1194,4003,4313,115,41,206,206,2530,2747,1520,1581,516,509,233,212,5,4,17,19,66,67,41,38,154,169,336,332,14,16,68,82,164,168,127,132
050,15,001,Hawaii,Hawaii County,6,13,15744,7942,7802,4316,3986,67,38,44,47,1829,2015,640,572,1046,1144,4980,4795,96,73,230,243,2498,2739,1353,1368,7543,7362,4115,3765,62,31,20,27,1766,1951,622,550,958,1038,4712,4491,83,52,166,171,2390,2619,1291,1288,399,440,201,221,5,7,24,20,63,64,18,22,88,106,268,304,13,21,64,72,108,120,62,80
050,15,001,Hawaii,Hawaii County,6,14,11892,6225,5667,3517,2905,43,20,22,30,1499,1546,429,372,715,794,3973,3436,61,42,93,137,1923,2010,1006,987,5928,5417,3349,2782,41,18,14,19,1461,1499,407,360,656,739,3761,3278,51,30,64,105,1849,1930,951,949,297,250,168,123,2,2,8,11,38,47,22,12,59,55,212,158,10,12,29,32,74,80,55,38
050,15,001,Hawaii,Hawaii County,6,15,7284,3714,3570,1977,1708,31,13,19,11,981,1090,281,283,425,465,2229,1997,46,24,80,69,1224,1376,624,664,3569,3403,1901,1615,28,12,10,11,967,1064,270,279,393,422,2132,1875,42,19,64,56,1186,1325,594,637,145,167,76,93,3,1,9,0,14,26,11,4,32,43,97,122,4,5,16,13,38,51,30,27
050,15,001,Hawaii,Hawaii County,6,16,4874,2268,2606,1090,1049,10,8,9,4,735,1006,167,217,257,322,1251,1257,18,17,33,37,883,1181,374,482,2173,2463,1043,977,10,7,7,2,717,974,156,205,240,298,1191,1165,16,13,27,20,855,1142,354,462,95,143,47,72,0,1,2,2,18,32,11,12,17,24,60,92,2,4,6,17,28,39,20,20
050,15,001,Hawaii,Hawaii County,6,17,3882,1651,2231,755,800,5,8,5,6,602,1032,109,148,175,237,859,953,13,15,25,35,701,1156,249,336,1582,2143,707,753,5,6,4,4,592,1018,105,142,169,220,808,894,11,13,22,27,690,1133,241,321,69,88,48,47,0,2,1,2,10,14,4,6,6,17,51,59,2,2,3,8,11,23,8,15
050,15,001,Hawaii,Hawaii County,6,18,4292,1632,2660,565,922,4,4,3,4,874,1467,78,121,108,142,640,1022,8,5,15,17,927,1535,159,234,1605,2601,545,872,4,4,3,4,874,1458,78,121,101,142,615,972,8,5,14,17,922,1526,154,234,27,59,20,50,0,0,0,0,0,9,0,0,7,0,25,50,0,0,1,0,5,9,5,0
050,15,001,Hawaii,Hawaii County,7,0,193736,96478,97258,33722,32177,840,552,533,550,19907,22531,12858,12352,28618,29096,55087,53925,2477,1969,4757,4781,42063,45222,33761,33913,84474,85283,30285,28780,701,437,300,306,18869,21481,11768,11300,22551,22979,46916,45812,1777,1343,2419,2435,36266,39301,28144,28312,12004,11975,3437,3397,139,115,233,244,1038,1050,1090,1052,6067,6117,8171,8113,700,626,2338,2346,5797,5921,5617,5601
050,15,001,Hawaii,Hawaii County,7,1,12278,6256,6022,1196,1111,63,62,39,42,755,707,1063,1062,3140,3038,3774,3628,366,349,642,628,3486,3338,3530,3396,4345,4236,908,844,43,43,16,13,582,560,821,823,1975,1953,2553,2471,187,182,193,204,2300,2271,2331,2305,1911,1786,288,267,20,19,23,29,173,147,242,239,1165,1085,1221,1157,179,167,449,424,1186,1067,1199,1091
050,15,001,Hawaii,Hawaii County,7,2,12105,6281,5824,1059,951,41,29,17,18,768,698,1207,1046,3189,3082,3601,3388,324,285,474,468,3517,3373,3629,3412,4999,4549,821,717,29,16,10,9,698,637,1103,934,2338,2236,2674,2495,217,187,189,187,2723,2571,2811,2595,1282,1275,238,234,12,13,7,9,70,61,104,112,851,846,927,893,107,98,285,281,794,802,818,817
050,15,001,Hawaii,Hawaii County,7,3,11504,5914,5590,1085,955,33,27,18,18,837,778,1014,975,2927,2837,3415,3173,223,218,411,380,3395,3228,3179,3069,4709,4516,855,749,25,16,14,9,769,712,913,879,2133,2151,2554,2430,154,142,163,173,2636,2578,2416,2415,1205,1074,230,206,8,11,4,9,68,66,101,96,794,686,861,743,69,76,248,207,759,650,763,654
050,15,001,Hawaii,Hawaii County,7,4,11145,5655,5490,1072,1094,53,43,33,25,947,877,898,836,2652,2615,3223,3230,202,194,390,410,3158,3030,2814,2714,4662,4498,891,889,44,36,17,15,886,828,816,760,2008,1970,2528,2505,147,140,170,186,2568,2440,2224,2135,993,992,181,205,9,7,16,10,61,49,82,76,644,645,695,725,55,54,220,224,590,590,590,579
050,15,001,Hawaii,Hawaii County,7,5,11117,5609,5508,1196,1147,50,39,22,28,1052,1058,835,934,2454,2302,3181,2936,213,168,406,373,2961,2874,2544,2605,4672,4610,1003,947,33,30,10,15,966,987,756,844,1904,1787,2559,2334,156,118,200,181,2450,2393,2061,2126,937,898,193,200,17,9,12,13,86,71,79,90,550,515,622,602,57,50,206,192,511,481,483,479
050,15,001,Hawaii,Hawaii County,7,6,11472,5744,5728,1583,1595,53,37,36,31,1037,1007,1025,946,2010,2112,3075,3140,167,132,334,308,2576,2728,2419,2481,4918,4868,1322,1341,42,25,21,21,978,945,936,879,1619,1657,2509,2548,120,93,167,147,2232,2301,2072,2067,826,860,261,254,11,12,15,10,59,62,89,67,391,455,566,592,47,39,167,161,344,427,347,414
050,15,001,Hawaii,Hawaii County,7,7,11954,5935,6019,1808,1790,57,35,30,42,970,1110,1007,953,2063,2089,3311,3337,166,105,315,321,2496,2736,2454,2497,5147,5199,1541,1515,50,29,17,19,902,1051,927,865,1710,1720,2783,2781,126,77,179,178,2197,2403,2134,2153,788,820,267,275,7,6,13,23,68,59,80,88,353,369,528,556,40,28,136,143,299,333,320,344
050,15,001,Hawaii,Hawaii County,7,8,11058,5486,5572,1782,1645,50,43,40,35,1035,1216,856,819,1723,1814,3044,2944,119,92,279,283,2323,2627,2061,2112,4750,4824,1520,1374,38,33,18,22,984,1140,784,759,1406,1496,2538,2444,83,67,147,158,2040,2308,1781,1849,736,748,262,271,12,10,22,13,51,76,72,60,317,318,506,500,36,25,132,125,283,319,280,263
050,15,001,Hawaii,Hawaii County,7,9,11035,5487,5548,1882,1709,56,47,41,48,1190,1435,826,740,1492,1569,2910,2847,107,80,227,228,2321,2635,1877,1894,4871,4911,1645,1505,48,42,18,25,1124,1364,774,695,1262,1280,2503,2429,87,66,117,113,2092,2342,1688,1643,616,637,237,204,8,5,23,23,66,71,52,45,230,289,407,418,20,14,110,115,229,293,189,251
050,15,001,Hawaii,Hawaii County,7,10,11182,5536,5646,2119,1862,50,28,39,30,1224,1607,723,669,1381,1450,3052,2861,87,59,241,224,2182,2650,1725,1761,4973,5056,1897,1644,44,26,20,10,1171,1542,681,635,1160,1199,2662,2467,69,47,129,104,1998,2417,1563,1568,563,590,222,218,6,2,19,20,53,65,42,34,221,251,390,394,18,12,112,120,184,233,162,193
050,15,001,Hawaii,Hawaii County,7,11,13068,6415,6653,2616,2649,64,33,42,58,1520,1703,782,760,1391,1450,3518,3587,102,57,232,279,2481,2727,1808,1832,5870,6103,2391,2435,51,29,23,37,1454,1637,738,719,1213,1246,3165,3227,74,48,153,178,2305,2533,1660,1664,545,550,225,214,13,4,19,21,66,66,44,41,178,204,353,360,28,9,79,101,176,194,148,168
050,15,001,Hawaii,Hawaii County,7,12,15440,7573,7867,3440,3613,90,26,56,56,1893,1966,800,768,1294,1438,4265,4590,137,57,284,316,2730,2911,1723,1774,7051,7330,3203,3402,85,22,40,33,1824,1897,764,727,1135,1249,3920,4245,122,38,212,214,2561,2725,1589,1626,522,537,237,211,5,4,16,23,69,69,36,41,159,189,345,345,15,19,72,102,169,186,134,148
050,15,001,Hawaii,Hawaii County,7,13,16120,8020,8100,4293,4088,68,39,53,54,1856,2082,662,638,1088,1199,4996,4932,97,73,237,255,2546,2855,1397,1466,7620,7643,4086,3865,63,33,32,32,1800,2023,643,609,996,1081,4718,4613,86,52,179,178,2446,2731,1330,1378,400,457,207,223,5,6,21,22,56,59,19,29,92,118,278,319,11,21,58,77,100,124,67,88
050,15,001,Hawaii,Hawaii County,7,14,12828,6688,6140,3836,3223,55,28,27,35,1538,1634,463,399,769,821,4315,3768,76,38,116,144,2013,2126,1074,1048,6358,5860,3654,3080,53,25,16,22,1491,1580,441,388,703,765,4087,3590,63,32,77,107,1924,2034,1019,1006,330,280,182,143,2,3,11,13,47,54,22,11,66,56,228,178,13,6,39,37,89,92,55,42
050,15,001,Hawaii,Hawaii County,7,15,8076,4140,3936,2227,1914,34,9,19,14,1086,1176,309,294,465,529,2507,2245,48,18,84,74,1356,1506,685,726,3978,3752,2137,1814,31,8,13,13,1066,1143,299,288,432,486,2398,2115,45,15,71,61,1311,1444,651,697,162,184,90,100,3,1,6,1,20,33,10,6,33,43,109,130,3,3,13,13,45,62,34,29
050,15,001,Hawaii,Hawaii County,7,16,4997,2352,2645,1144,1097,12,13,11,5,734,957,182,233,269,340,1307,1315,22,22,42,33,890,1146,398,517,2264,2509,1102,1024,11,12,7,3,717,931,170,223,257,316,1254,1225,20,19,34,19,867,1109,381,498,88,136,42,73,1,1,4,2,17,26,12,10,12,24,53,90,2,3,8,14,23,37,17,19
050,15,001,Hawaii,Hawaii County,7,17,3872,1679,2193,772,801,7,8,7,6,589,985,124,147,180,246,890,952,13,14,25,36,690,1121,263,344,1606,2098,720,753,7,6,5,4,581,973,120,140,173,222,834,892,13,12,22,27,677,1094,254,322,73,95,52,48,0,2,2,2,8,12,4,7,7,24,56,60,0,2,3,9,13,27,9,22
